Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category,norm_votes,norm_rating,Score,Explanation
Taste of India,1,New Delhi,77.1293709,28.5505165,"north indian, mughlai, chinese",1000,Yes,No,No,3,0.0,0,India,north indian,High,0.0,0.0,0.0,"Matched on north indian cuisine, High budget in India with rating 0.0"
Just Vada Pav,1,New Delhi,0.0,0.0,street food,150,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Home Cafe,1,Noida,0.0,0.0,"bakery, fast food",250,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
Kaka De Dhaba,1,New Delhi,77.1228536,28.5454551,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Chaska Food Hut,1,Noida,77.3597207,28.6085274,"north indian, chinese",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
The Hangout-Deli,1,Noida,77.32321292,28.5677509,"continental, lebanese, mexican",1000,Yes,No,No,3,0.0,0,India,continental,High,0.0,0.0,0.0,"Matched on continental cuisine, High budget in India with rating 0.0"
Vishal Snacks,1,New Delhi,77.287037,28.501281,"north indian, chinese, south indian",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Shri G,1,Noida,77.3533213,28.6100951,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
A1 Restaurant,1,Noida,77.3533487,28.6101016,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Aggarwal Sweets India,1,Noida,77.35318667,28.61007,"mithai, street food",150,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Hot & Spicy,1,Gurgaon,77.0252309,28.5118122,"north indian, chinese, south indian, fast food",450,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Chef's Basket Pop Up Cafï¿½ï¿½,1,Noida,0.0,0.0,"italian, chinese",200,No,No,No,1,0.0,0,India,italian,Low,0.0,0.0,0.0,"Matched on italian cuisine, Low budget in India with rating 0.0"
Cafe' Wow,1,Noida,77.3255998,28.5675141,fast food,200,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Maan Singh Halwai,1,New Delhi,77.258251,28.5792658,mithai,100,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Sharma Hotel,1,Noida,77.3528544,28.6097471,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Bansiwala Bakery,1,Gurgaon,77.0196076,28.4857718,"bakery, fast food",200,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
Bansiwala Rasoi,1,Gurgaon,77.0198157,28.4859312,street food,300,No,No,No,1,0.0,0,India,street food,Medium,0.0,0.0,0.0,"Matched on street food cuisine, Medium budget in India with rating 0.0"
Gautam Bakery,1,Gurgaon,77.02152,28.4959225,"bakery, fast food",150,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
Dietpoint,1,Gurgaon,77.025184,28.5142695,"chinese, north indian",600,No,No,No,2,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Best Pizza Hut,1,Gurgaon,77.0093235,28.4921812,fast food,350,No,No,No,1,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Bikaner Sweets & Restaurant,1,Gurgaon,77.024736,28.5144976,"north indian, street food, mithai",200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Food Corner,1,New Delhi,77.241099,28.5527158,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Icon Foods,1,Gurgaon,0.0,0.0,"north indian, south indian, chinese",600,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Shree Bhojnalaya,1,New Delhi,77.27276199,28.56077074,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
SPL Food Corner,1,Noida,77.36256,28.6084226,"chinese, north indian",300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
VP ki Kitchen,1,Noida,77.3624115,28.5869987,"north indian, mughlai, chinese",400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Right for Night,1,Noida,0.0,0.0,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Kolcata Bengali Dhaba,1,New Delhi,77.1239323,28.5435869,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Sector 55 China Town,1,Noida,77.3470476,28.606606,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Malabar Style Kitchen,1,New Delhi,77.1249279,28.5429013,kerala,350,No,No,No,1,0.0,0,India,kerala,Medium,0.0,0.0,0.0,"Matched on kerala cuisine, Medium budget in India with rating 0.0"
Mathura Lassi Wala,1,New Delhi,77.125056,28.5438292,"north indian, chinese, south indian",250,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Mughal-E-Zaika,1,New Delhi,77.1237525,28.54348,"mughlai, north indian",500,No,No,No,2,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Panther Restaurant,1,Gurgaon,77.0283498,28.5019693,"north indian, chinese",600,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Platters,1,Noida,77.3673216,28.5579297,"north indian, chinese",500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Mukesh Bhojnalaya,1,New Delhi,77.1248542,28.5430525,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Food Hut,1,Noida,77.3427604,28.603325,north indian,150,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Mamta Tiffin Service,1,Gurgaon,0.0,0.0,north indian,150,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
South Indian Snacks Stall,1,Noida,77.3427275,28.6033137,south indian,200,No,No,No,1,0.0,0,India,south indian,Low,0.0,0.0,0.0,"Matched on south indian cuisine, Low budget in India with rating 0.0"
New Royal Blue Dhaba,1,New Delhi,77.1231232,28.5435989,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
M Crï¿½ï¿½me,1,Gurgaon,77.04251687,28.52068371,"bakery, desserts",700,No,No,No,2,0.0,0,India,bakery,High,0.0,0.0,0.0,"Matched on bakery cuisine, High budget in India with rating 0.0"
Twenty Four Seven,1,Noida,77.3545409,28.6005354,"fast food, north indian",300,No,No,No,1,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Aakash Sweets & Caterers,1,New Delhi,77.1242919,28.5434422,"mithai, street food",150,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Shankar Chinese Foods,1,New Delhi,77.2422216,28.5794004,"chinese, fast food",200,No,No,No,1,0.0,0,India,chinese,Low,0.0,0.0,0.0,"Matched on chinese cuisine, Low budget in India with rating 0.0"
Aadhya Bakery & Foods,1,Noida,77.3803972,28.5891989,"bakery, north indian",250,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
Om Sweets Caterers & Bakery,1,Noida,77.3881327,28.5249223,"mithai, bakery",150,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Al-Rihan,1,New Delhi,77.24159539,28.57591488,mughlai,250,No,No,No,1,0.0,0,India,mughlai,Low,0.0,0.0,0.0,"Matched on mughlai cuisine, Low budget in India with rating 0.0"
Angaar,1,Faridabad,77.3056977,28.4719854,"north indian, chinese",1200,Yes,No,No,3,0.0,0,India,north indian,High,0.0,0.0,0.0,"Matched on north indian cuisine, High budget in India with rating 0.0"
Frozen Grillz,1,Noida,77.3851512,28.5645393,"raw meats, north indian, fast food",350,No,No,No,1,0.0,0,India,raw meats,Medium,0.0,0.0,0.0,"Matched on raw meats cuisine, Medium budget in India with rating 0.0"
Szoun Chinese Food,1,New Delhi,77.2161735,28.5823408,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Ganesh Chinese Food Corner,1,Noida,77.3819508,28.5666463,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Sunny Restaurant & Tiffin,1,New Delhi,77.1810026,28.5488714,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Hunger Tales,1,Noida,77.3346967,28.5419387,"lucknowi, mughlai, north indian",500,No,No,No,2,0.0,0,India,lucknowi,Medium,0.0,0.0,0.0,"Matched on lucknowi cuisine, Medium budget in India with rating 0.0"
Chinese Corner,1,New Delhi,77.28726067,28.50184423,"chinese, south indian",300,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Wakhra Swag,1,New Delhi,77.2569041,28.5744768,"south indian, chinese, fast food",200,No,No,No,1,0.0,0,India,south indian,Low,0.0,0.0,0.0,"Matched on south indian cuisine, Low budget in India with rating 0.0"
Achoos Food Corner,1,Gurgaon,77.0787681,28.4347278,"south indian, chinese, mughlai",450,No,No,No,1,0.0,0,India,south indian,Medium,0.0,0.0,0.0,"Matched on south indian cuisine, Medium budget in India with rating 0.0"
Chulha,1,Gurgaon,0.0,0.0,"north indian, mughlai, awadhi",500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Hydrabad Biryani Express,1,Noida,77.3827156,28.5643503,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Kake Da Dhaba,1,Noida,0.0,0.0,north indian,450,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Gopi Sweets & Caters,1,Gurgaon,77.0787448,28.4346864,"mithai, north indian",100,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Mr. Biryani Walia,1,Noida,0.0,0.0,biryani,400,No,No,No,1,0.0,0,India,biryani,Medium,0.0,0.0,0.0,"Matched on biryani cuisine, Medium budget in India with rating 0.0"
Lavi Foji Dhaba,1,Gurgaon,77.081492,28.4406523,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Narayan Fast Food Home,1,Gurgaon,77.0762723,28.4353217,"north indian, chinese",350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Food Cabana,1,Noida,0.0,0.0,chinese,450,No,No,No,1,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Chill 'N Grill,1,Faridabad,77.2900667,28.3954463,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Punjabi Restaurant,1,Faridabad,77.2874809,28.3939512,"north indian, mughlai",500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Bean Machine & Co.,1,Noida,77.400003,28.588073,"italian, continental, american",500,No,No,No,2,0.0,0,India,italian,Medium,0.0,0.0,0.0,"Matched on italian cuisine, Medium budget in India with rating 0.0"
Shri Ram Dhaba,1,New Delhi,77.2423223,28.5755255,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Bikaner Sweets & Bakers,1,Faridabad,77.2940734,28.4938048,"mithai, street food",100,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Bake Walkers,1,Noida,77.3805766,28.5914573,"bakery, desserts",300,No,No,No,1,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Burger Xpress,1,Faridabad,77.2921516,28.4989698,"fast food, chinese, burger",300,No,No,No,1,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Da Pizza Zone,1,Faridabad,77.2918806,28.4990357,italian,500,No,No,No,2,0.0,0,India,italian,Medium,0.0,0.0,0.0,"Matched on italian cuisine, Medium budget in India with rating 0.0"
Finger Licious,1,Faridabad,77.2846781,28.4609284,fast food,300,No,No,No,1,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Shankar Sweets,1,Faridabad,77.29654722,28.49710833,"mithai, street food",100,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
Breaky2Dinner,1,Noida,77.3837255,28.5714727,"chinese, north indian",500,No,No,No,2,0.0,0,India,chinese,Medium,0.0,0.0,0.0,"Matched on chinese cuisine, Medium budget in India with rating 0.0"
Standard Chicken Point,1,Faridabad,77.2875524,28.3940171,mughlai,500,No,No,No,2,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
The Big Scoop,1,Ghaziabad,77.31069862,28.6411332,ice cream,250,No,No,No,1,0.0,0,India,ice cream,Low,0.0,0.0,0.0,"Matched on ice cream cuisine, Low budget in India with rating 0.0"
Brijwasi Sweets,1,Noida,77.3991911,28.5853989,"mithai, fast food",100,No,No,No,1,0.0,0,India,mithai,Low,0.0,0.0,0.0,"Matched on mithai cuisine, Low budget in India with rating 0.0"
New Sethi's,1,New Delhi,77.24355239,28.57387443,"mughlai, north indian",500,No,No,No,2,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Cafe Hot Pot,1,Noida,77.3992776,28.58528,fast food,100,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Dilli Bakery,1,Noida,77.3812069,28.5664704,"bakery, fast food",250,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
Rai Ji Caterers,1,New Delhi,77.2284355,28.5823457,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
The Grillz & Gravy,1,Faridabad,77.2922781,28.3982684,"north indian, chinese",400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
N E Great Foods,1,Noida,77.3846131,28.5711244,street food,100,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
OMG Tiffinz,1,Gurgaon,77.0728605,28.4371161,"north indian, chinese",250,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Ayush Chicken Point,1,Noida,77.3681633,28.5834992,"north indian, mughlai, chinese",450,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
U.P. Al-Flah Restaurant,1,New Delhi,77.1252807,28.5457776,biryani,350,No,No,No,1,0.0,0,India,biryani,Medium,0.0,0.0,0.0,"Matched on biryani cuisine, Medium budget in India with rating 0.0"
Good Food,1,Gurgaon,0.0,0.0,healthy food,200,No,No,No,1,0.0,0,India,healthy food,Low,0.0,0.0,0.0,"Matched on healthy food cuisine, Low budget in India with rating 0.0"
Sam's 22,1,New Delhi,77.28724223,28.50129443,"fast food, beverages",250,No,No,No,1,0.0,0,India,fast food,Low,0.0,0.0,0.0,"Matched on fast food cuisine, Low budget in India with rating 0.0"
Mahek By Greenz,1,Gurgaon,0.0,0.0,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Swami Vaishno Dhaba,1,Gurgaon,77.0196976,28.4890966,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Pao King,1,Gurgaon,77.0826144,28.4840963,street food,200,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Vaishno Da Dhaba,1,New Delhi,77.1230334,28.5451138,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Lucknow Heritage,1,Noida,77.37,28.58,lucknowi,400,No,No,No,1,0.0,0,India,lucknowi,Medium,0.0,0.0,0.0,"Matched on lucknowi cuisine, Medium budget in India with rating 0.0"
Shama Chicken Corner,1,Gurgaon,77.0860801,28.4823177,mughlai,300,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Chefoncalls,1,Gurgaon,0.0,0.0,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Raging Bull - The Spicy Punch,1,Noida,0.0,0.0,"mexican, italian",500,No,No,No,2,0.0,0,India,mexican,Medium,0.0,0.0,0.0,"Matched on mexican cuisine, Medium budget in India with rating 0.0"
Unique Food Hut,1,Gurgaon,77.082573,28.4904966,"fast food, north indian, beverages",600,No,No,No,2,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Singh Terrace Grill,1,Gurgaon,77.03139368,28.50913665,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Shristi Happy Eats,1,Gurgaon,77.0410645,28.5120868,street food,150,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Baskin Robbins,1,Noida,77.3854509,28.5143927,ice cream,300,No,No,No,1,0.0,0,India,ice cream,Medium,0.0,0.0,0.0,"Matched on ice cream cuisine, Medium budget in India with rating 0.0"
Whatslife.in,1,Noida,77.3614962,28.573306,"north indian, chinese",500,No,Yes,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Midnight Foodies,1,Noida,0.0,0.0,"burger, fast food",250,No,No,No,1,0.0,0,India,burger,Low,0.0,0.0,0.0,"Matched on burger cuisine, Low budget in India with rating 0.0"
Corp Kitchen,1,Gurgaon,77.08986362,28.48211622,"north indian, chinese, continental",600,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Ashoka Snacks Corner,1,Gurgaon,77.0860056,28.4828445,"street food, chinese, north indian",400,No,No,No,1,0.0,0,India,street food,Medium,0.0,0.0,0.0,"Matched on street food cuisine, Medium budget in India with rating 0.0"
Gupta Bhojnalya,1,New Delhi,77.2885264,28.5003643,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
The Dhaba,1,Noida,77.3812875,28.5665039,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Solty Hotel,1,Gurgaon,77.0837565,28.430634,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Tanishk Gourmet Indian,1,Gurgaon,0.0,0.0,"north indian, mughlai, seafood",800,No,No,No,2,0.0,0,India,north indian,High,0.0,0.0,0.0,"Matched on north indian cuisine, High budget in India with rating 0.0"
Baby Got Bacon,1,Noida,0.0,0.0,"american, italian",500,No,No,No,2,0.0,0,India,american,Medium,0.0,0.0,0.0,"Matched on american cuisine, Medium budget in India with rating 0.0"
Better Butter Chicken,1,Noida,0.0,0.0,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
New Punjabi Tadka,1,Noida,77.3936272,28.5674429,"north indian, chinese",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Chandni Chowk 2 China,1,Noida,0.0,0.0,"north indian, chinese",400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Choco N Lush,1,Noida,77.3672447,28.5783055,"bakery, desserts",500,No,No,No,2,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Friend's Restaurant,1,Noida,77.3688983,28.583972,"north indian, chinese",500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
The Celiac Kitchen,1,New Delhi,0.0,0.0,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Lotes Bakes,1,New Delhi,77.2427407,28.5753441,bakery,300,No,Yes,No,1,0.0,0,India,bakery,Medium,0.0,0.0,0.0,"Matched on bakery cuisine, Medium budget in India with rating 0.0"
Amul Sweets & Bakery,1,New Delhi,77.2355758,28.5565383,"north indian, south indian, chinese, fast food, bakery, mithai",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Tinker Koch,1,New Delhi,77.2474752,28.5839782,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Elements - Mapple Express,1,New Delhi,77.243649,28.553673,"north indian, continental, chinese",1200,Yes,No,No,3,0.0,0,India,north indian,High,0.0,0.0,0.0,"Matched on north indian cuisine, High budget in India with rating 0.0"
Tandoori Nature,1,New Delhi,77.2479992,28.5832431,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
ABC Restaurant,1,New Delhi,77.2276272,28.7003539,"north indian, chinese",300,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Radhe Shyam Chole Bhature,1,New Delhi,77.2490554,28.5827894,street food,100,No,No,No,1,0.0,0,India,street food,Low,0.0,0.0,0.0,"Matched on street food cuisine, Low budget in India with rating 0.0"
Aha Bites,1,Gurgaon,77.0898569,28.4308575,"fast food, north indian",300,No,No,No,1,0.0,0,India,fast food,Medium,0.0,0.0,0.0,"Matched on fast food cuisine, Medium budget in India with rating 0.0"
Schezwan Bakery,1,New Delhi,77.3065335,28.6304877,"bakery, fast food",200,No,No,No,1,0.0,0,India,bakery,Low,0.0,0.0,0.0,"Matched on bakery cuisine, Low budget in India with rating 0.0"
44 Grills,1,Noida,77.339363,28.554041,"north indian, chinese",500,No,Yes,No,2,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Spl. Flavour Sodas & Fruit shakes,1,New Delhi,77.208094,28.7102514,juices,100,No,No,No,1,0.0,0,India,juices,Low,0.0,0.0,0.0,"Matched on juices cuisine, Low budget in India with rating 0.0"
Taneja Corner,1,New Delhi,77.2188953,28.7093068,north indian,200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Tawa King,1,New Delhi,77.2027451,28.6949307,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium,0.0,0.0,0.0,"Matched on north indian cuisine, Medium budget in India with rating 0.0"
Taste Zone,1,New Delhi,77.2192812,28.7095569,north indian,100,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Tea Point,1,New Delhi,77.2146844,28.7120416,"beverages, fast food",150,No,No,No,1,0.0,0,India,beverages,Low,0.0,0.0,0.0,"Matched on beverages cuisine, Low budget in India with rating 0.0"
TiffinToons,1,New Delhi,77.19461525,28.69248552,"north indian, south indian",200,No,No,No,1,0.0,0,India,north indian,Low,0.0,0.0,0.0,"Matched on north indian cuisine, Low budget in India with rating 0.0"
Paras Corner,1,New Delhi,77.1468595,28.6314962,chinese,150,No,No,No,1,0.0,0,India,chinese,Low,0.0,0.0,0.0,"Matched on chinese cuisine, Low budget in India with rating 0.0"
Shama Chicken Corner,1,New Delhi,77.1935675,28.5694755,mughlai,300,No,No,No,1,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
Koolees Milkshake Bar,1,New Delhi,0.0,0.0,beverages,150,No,No,No,1,0.0,0,India,beverages,Low,0.0,0.0,0.0,"Matched on beverages cuisine, Low budget in India with rating 0.0"
Chicken Point,1,New Delhi,77.1936712,28.5699787,"mughlai, north indian",600,No,No,No,2,0.0,0,India,mughlai,Medium,0.0,0.0,0.0,"Matched on mughlai cuisine, Medium budget in India with rating 0.0"
