Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category
Oven Fresh,1,New Delhi,77.31192157,28.66958297,bakery,300,No,No,No,1,0.0,0,India,bakery,Medium
Rupa Ice Cream Parlour,1,New Delhi,77.31203791,28.66984331,desserts,300,No,No,No,1,0.0,1,India,desserts,Medium
Scoopers 'n' Bakers,1,New Delhi,77.31213246,28.66842304,bakery,200,No,No,No,1,0.0,0,India,bakery,Low
South Indian Food Plaza,1,New Delhi,77.31824689,28.66696569,south indian,250,No,No,No,1,0.0,0,India,south indian,Low
Super Snacks,1,New Delhi,77.31827103,28.67126826,"north indian, south indian",300,No,No,No,1,0.0,0,India,north indian,Medium
Unique Pastry,1,New Delhi,77.31820431,28.67148683,"bakery, desserts",250,No,No,No,1,0.0,0,India,bakery,Low
Veg Food Express,1,New Delhi,0.0,0.0,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium
Chintamani's Namkeen,1,New Delhi,77.31653329,28.67556419,"chinese, fast food, north indian, south indian, street food, mithai",350,No,No,No,1,2.4,29,India,chinese,Medium
Deltasious,1,New Delhi,77.31898986,28.67993906,"north indian, chinese, bakery",400,No,Yes,No,1,2.2,64,India,north indian,Medium
Tandoori Junction,1,New Delhi,77.31220789,28.66945735,"north indian, chinese",300,No,Yes,No,1,2.4,10,India,north indian,Medium
Apni Rasoi,1,New Delhi,77.1648729,28.6815855,north indian,300,No,No,No,1,2.6,19,India,north indian,Medium
Haldiram Bhujiawala,1,New Delhi,77.1586101,28.7003198,"street food, north indian, south indian, mithai",400,No,No,No,1,3.4,35,India,street food,Medium
Meghraj Food Court,1,New Delhi,77.1685563,28.6990634,"north indian, street food, mithai",250,No,No,No,1,3.0,24,India,north indian,Low
Meghraj Sweets,1,New Delhi,77.1684265,28.6994159,"mithai, street food, north indian",150,No,No,No,1,3.2,8,India,mithai,Low
Chill Out,1,New Delhi,77.1633809,28.6797201,ice cream,200,No,No,No,1,0.0,0,India,ice cream,Low
Chilli Chinese,1,New Delhi,77.1636597,28.6792749,chinese,200,No,No,No,1,0.0,0,India,chinese,Low
"34, Chowringhee Lane",1,New Delhi,77.080281,28.6299004,fast food,350,No,No,No,1,3.4,86,India,fast food,Medium
Subway,1,New Delhi,77.0795544,28.6301884,"american, fast food, salad, healthy food",500,No,Yes,No,2,2.1,152,India,american,Medium
KFC,1,New Delhi,77.1689845,28.6455224,"american, fast food",500,No,Yes,No,2,3.4,86,India,american,Medium
Mitra Da Dhaba,1,New Delhi,77.1639289,28.6495338,north indian,400,No,No,No,1,3.5,216,India,north indian,Medium
Mr. Sub,1,New Delhi,77.1689671,28.6454168,fast food,400,No,Yes,No,1,3.7,83,India,fast food,Medium
Kennedy's,1,New Delhi,77.1647873,28.6522346,"chinese, fast food",400,No,Yes,No,1,4.1,491,India,chinese,Medium
Keventers,1,New Delhi,77.12179529,28.5503472,beverages,400,No,No,No,1,3.1,5,India,beverages,Medium
Street Foods by Punjab Grill,1,New Delhi,77.12179529,28.5503472,"street food, north indian",600,No,No,No,2,3.2,17,India,street food,Medium
Subway,1,New Delhi,77.12142371,28.54989546,"american, fast food, salad, healthy food",500,No,Yes,No,2,3.1,25,India,american,Medium
Wow! Momo,1,New Delhi,77.12179529,28.5503472,chinese,350,No,No,No,1,3.1,8,India,chinese,Medium
Biryani Blues,1,New Delhi,77.12179529,28.5503472,"biryani, hyderabadi",1000,No,No,No,3,3.6,22,India,biryani,High
Asia Seven Express,1,New Delhi,77.12178456,28.55041317,chinese,500,No,No,No,2,0.0,3,India,chinese,Medium
Bikanervala,1,New Delhi,77.12142371,28.54989546,"north indian, south indian, fast food, street food, chinese, beverages, desserts, mithai",550,No,No,No,2,0.0,3,India,north indian,Medium
Cafe Huddle,1,New Delhi,77.12179529,28.5503472,fast food,600,No,No,No,2,0.0,3,India,fast food,Medium
Chai Garam,1,New Delhi,0.0,0.0,"tea, fast food",300,No,No,No,1,0.0,1,India,tea,Medium
Dolce Gelato,1,New Delhi,77.12165984,28.55052862,"ice cream, beverages, fast food",300,No,No,No,1,0.0,0,India,ice cream,Medium
GoGourmet,1,New Delhi,77.120547,28.548297,"healthy food, beverages",600,No,Yes,No,2,0.0,3,India,healthy food,Medium
Karim's,1,New Delhi,77.12142371,28.54989546,"mughlai, north indian",1000,No,No,No,3,0.0,1,India,mughlai,High
Khan Chacha,1,New Delhi,77.12179529,28.5503472,"mughlai, north indian",650,No,No,No,2,0.0,2,India,mughlai,High
Pizza Hut Delivery,1,New Delhi,77.12142371,28.54989546,"italian, pizza, fast food",800,No,No,No,2,0.0,0,India,italian,High
Foodhall,1,New Delhi,77.121714,28.551681,"bakery, italian, chinese, mexican",700,No,No,No,2,0.0,3,India,bakery,High
Eat Me,1,New Delhi,77.2068326,28.5597171,"north indian, continental",600,No,Yes,No,2,2.7,33,India,north indian,Medium
EDC Mania,1,New Delhi,77.2125368,28.5612917,fast food,150,No,No,No,1,3.3,39,India,fast food,Low
Elegant China X-Press,1,New Delhi,77.2068775,28.5599455,chinese,400,No,No,No,1,3.1,9,India,chinese,Medium
Gopala,1,New Delhi,77.2071919,28.5579587,"mithai, street food",250,No,No,No,1,3.3,28,India,mithai,Low
Green Chick Chop,1,New Delhi,77.2071919,28.5579587,"raw meats, north indian, fast food",350,No,No,No,1,3.1,30,India,raw meats,Medium
Hangchuaa's Chinese Food Corner,1,New Delhi,77.2098081,28.5609683,chinese,600,No,No,No,2,2.7,5,India,chinese,Medium
Madhuvan Chinese Fast Food,1,New Delhi,77.2077758,28.5577007,chinese,300,No,No,No,1,2.7,52,India,chinese,Medium
Momos House,1,New Delhi,77.2101563,28.5619163,chinese,350,No,No,No,1,2.9,5,India,chinese,Medium
Punjab Restaurant,1,New Delhi,77.2072368,28.5617724,"north indian, mughlai",600,No,No,No,2,3.2,46,India,north indian,Medium
Rhythm Restro-Bar,1,New Delhi,77.2074165,28.5603554,"mughlai, chinese, north indian",1000,Yes,No,No,3,3.0,42,India,mughlai,High
Say Cheese,1,New Delhi,77.207147,28.5579096,fast food,400,No,Yes,No,1,2.7,128,India,fast food,Medium
Sona Restaurant,1,New Delhi,77.2072686,28.5617998,"north indian, mughlai",450,No,No,No,1,3.2,30,India,north indian,Medium
Uraki,1,New Delhi,77.2133453,28.5622651,asian,400,No,No,No,1,2.7,8,India,asian,Medium
Wah Ji Wah,1,New Delhi,77.20747568,28.55994238,north indian,450,No,No,No,1,3.0,25,India,north indian,Medium
Annapurna Sweets,1,New Delhi,77.207147,28.5579096,"mithai, street food",150,No,No,No,1,3.9,109,India,mithai,Low
Karnataka,1,New Delhi,77.2072368,28.559442,"south indian, north indian, chinese",500,No,Yes,No,2,3.7,334,India,south indian,Medium
EDC Mania,1,New Delhi,77.2132657,28.5616657,fast food,150,No,No,No,1,0.0,2,India,fast food,Low
Faeem Chicken Corner,1,New Delhi,77.2105606,28.56191,mughlai,300,No,No,No,1,0.0,3,India,mughlai,Medium
Grills N Chills,1,New Delhi,77.2084945,28.5577692,fast food,350,No,No,No,1,0.0,0,India,fast food,Medium
Gupta Sweets,1,New Delhi,77.2074165,28.5612517,"north indian, south indian, mithai",300,No,No,No,1,0.0,0,India,north indian,Medium
Khub Chand,1,New Delhi,77.2072368,28.5580078,raw meats,300,No,No,No,1,0.0,1,India,raw meats,Medium
OCD - Online Cake Delivery,1,New Delhi,77.2063516,28.556623,"bakery, desserts",200,No,No,No,1,0.0,1,India,bakery,Low
Sher E Punjab,1,New Delhi,77.2081467,28.5609296,north indian,450,No,No,No,1,0.0,1,India,north indian,Medium
Shri Balaji,1,New Delhi,77.2073832,28.5598243,south indian,200,No,No,No,1,0.0,0,India,south indian,Low
Sidhi Cafe,1,New Delhi,77.2132249,28.5616007,"street food, fast food",100,No,No,No,1,0.0,0,India,street food,Low
Al Hayat Bakers,1,New Delhi,77.27884457,28.56720015,bakery,200,No,No,No,1,0.0,0,India,bakery,Low
Al-Kausar's,1,New Delhi,0.0,0.0,chinese,200,No,No,No,1,0.0,0,India,chinese,Low
Alam Biryani Center,1,New Delhi,77.27966331,28.56771457,biryani,200,No,No,No,1,0.0,0,India,biryani,Low
Bismillah Hotel,1,New Delhi,77.28432264,28.56542779,fast food,150,No,No,No,1,0.0,1,India,fast food,Low
Halal Pizza Star,1,New Delhi,77.28120089,28.56717571,"pizza, fast food",450,No,No,No,1,0.0,0,India,pizza,Medium
HTW Bakers,1,New Delhi,77.27981217,28.56744249,"bakery, desserts",350,No,No,No,1,0.0,0,India,bakery,Medium
Javed Bawarchi Restaurant,1,New Delhi,77.2778975,28.5665297,mughlai,600,No,No,No,2,0.0,0,India,mughlai,Medium
Let's Eat,1,New Delhi,77.28167631,28.56679379,"fast food, beverages",200,No,No,No,1,0.0,1,India,fast food,Low
Moonis Kada,1,New Delhi,77.28572074,28.56527732,"mughlai, north indian",500,No,No,No,2,0.0,0,India,mughlai,Medium
Motu N Patlu,1,New Delhi,77.28506528,28.56624639,"lebanese, north indian, fast food",250,No,No,No,1,0.0,0,India,lebanese,Low
S.K. Fast Food,1,New Delhi,77.28382677,28.56618897,chinese,350,No,No,No,1,0.0,0,India,chinese,Medium
Sufiyan Restaurant,1,New Delhi,77.27977898,28.56732117,mughlai,250,No,No,No,1,0.0,0,India,mughlai,Low
The Relax Point,1,New Delhi,77.2785427,28.5668489,north indian,250,No,No,No,1,0.0,1,India,north indian,Low
Zareen's Dastarkhwan,1,New Delhi,77.28569627,28.56519398,awadhi,800,No,No,No,2,0.0,1,India,awadhi,High
Ali Baba Caves,1,Noida,77.5281286,28.4581066,"cafe, chinese",500,No,No,No,2,3.1,15,India,cafe,Medium
Cafï¿½ï¿½ Doo Ghoont,1,Noida,77.5074561,28.4639566,cafe,600,No,Yes,No,2,3.4,50,India,cafe,Medium
Knights Chaska,1,Noida,77.5078343,28.4644343,"north indian, chinese",800,Yes,No,No,2,2.9,6,India,north indian,High
Thirsty Scholar Cafe,1,Noida,77.5077014,28.4642008,cafe,450,No,No,No,1,3.2,45,India,cafe,Medium
Savoury Street,1,Noida,77.5077014,28.4642008,"north indian, continental, italian",600,No,No,No,2,0.0,3,India,north indian,Medium
JSB Evergreen Snack & Sweets,1,Noida,77.3325771,28.5698988,"north indian, chinese, fast food, street food",300,No,No,No,1,3.1,47,India,north indian,Medium
221 B Baker Street,1,Noida,77.3326668,28.5703556,bakery,200,No,Yes,No,1,3.5,94,India,bakery,Low
Kapoors Balle Balle,1,Noida,77.3328944,28.5697361,"north indian, chinese",400,No,Yes,No,1,3.7,331,India,north indian,Medium
Lakshmi Coffee House,1,Noida,77.3326668,28.5700866,south indian,300,No,No,No,1,3.8,603,India,south indian,Medium
Haldiram's,1,Noida,77.32303832,28.5680476,"north indian, south indian, chinese, street food, fast food, mithai, desserts",600,No,No,No,2,3.5,169,India,north indian,Medium
Maamouchee @ My Way,1,Noida,77.32309598,28.56822692,"italian, lebanese, north indian",1100,Yes,Yes,No,3,3.5,278,India,italian,High
Punjabi By Nature Quickie,1,Noida,77.32142698,28.5676545,"north indian, mughlai",1100,Yes,No,No,3,3.4,120,India,north indian,High
Wow! Momo,1,Noida,77.3210901,28.5673795,"tibetan, chinese",350,No,No,No,1,2.7,212,India,tibetan,Medium
Oh So Stoned!,1,Noida,77.3210394,28.56800461,desserts,250,No,No,No,1,4.5,324,India,desserts,Low
The Big Chill Cakery,1,Noida,77.32187994,28.56772693,"bakery, desserts",700,No,No,No,2,4.5,147,India,bakery,High
Barista,1,Noida,77.32,28.57,cafe,650,No,No,No,2,3.5,23,India,cafe,High
Carl's Jr.,1,Noida,77.32092675,28.56668455,"burger, american, fast food",650,No,Yes,No,2,3.8,458,India,burger,High
Chaayos,1,Noida,77.32105985,28.56744043,"cafe, tea",400,No,No,No,1,3.9,124,India,cafe,Medium
Costa Coffee,1,Noida,77.32102197,28.56746369,cafe,600,No,No,No,2,3.7,64,India,cafe,Medium
Dunkin' Donuts,1,Noida,77.32144509,28.5674896,"burger, desserts, fast food",600,No,No,No,2,3.7,86,India,burger,Medium
Instapizza,1,Noida,77.32094418,28.56702642,"pizza, fast food",900,No,Yes,No,2,3.7,214,India,pizza,High
Keventers,1,Noida,77.32072927,28.56729997,beverages,400,No,No,No,1,3.8,169,India,beverages,Medium
Pizza Hut,1,Noida,77.32057907,28.56737005,"italian, pizza, fast food",1000,No,No,No,3,3.9,173,India,italian,High
RollsKing,1,Noida,77.3205499,28.56693955,fast food,400,No,No,No,1,3.9,232,India,fast food,Medium
Taco Bell,1,Noida,77.32083656,28.56733177,"mexican, fast food",550,No,Yes,No,2,3.6,397,India,mexican,Medium
The Frozen Factory,1,Noida,0.0,0.0,"ice cream, desserts",350,No,No,No,1,3.7,22,India,ice cream,Medium
Theos,1,Noida,0.0,0.0,"bakery, desserts",500,No,No,No,2,3.5,13,India,bakery,Medium
Wendy's,1,Noida,77.32080102,28.567075,"burger, fast food",400,No,Yes,No,1,3.7,518,India,burger,Medium
Movenpick,1,Noida,77.32051905,28.56724019,"ice cream, desserts",650,No,Yes,No,2,4.0,91,India,ice cream,High
Smaaash,1,Noida,77.32082382,28.56732971,"north indian, thai, continental",1350,No,No,No,3,4.0,121,India,north indian,High
SodaBottleOpenerWala,1,Noida,77.32077688,28.56658591,"parsi, iranian",1300,No,No,No,3,4.0,617,India,parsi,High
The Bento Cafe,1,Noida,77.32085601,28.56730085,"asian, chinese, japanese",750,No,Yes,No,2,4.2,316,India,asian,High
Cafe Pipa,1,Noida,77.3361665,28.5678168,cafe,350,No,No,No,1,3.4,96,India,cafe,Medium
Cook Du Kdu,1,Noida,77.3353589,28.5681889,"north indian, chinese, mughlai",650,No,Yes,No,2,3.1,112,India,north indian,High
Green Chick Chop,1,Noida,77.3355832,28.567448,"raw meats, north indian, fast food",350,No,Yes,No,1,2.6,12,India,raw meats,Medium
New Vishal's Kitchen,1,Noida,77.3357335,28.5682606,"north indian, chinese",600,No,No,No,2,2.5,24,India,north indian,Medium
Mirchievous,1,Noida,77.3351088,28.5678557,north indian,650,No,Yes,No,2,3.9,44,India,north indian,High
Pearls Regency,1,Noida,77.3352723,28.5674286,"north indian, chinese, thai",1200,No,No,No,3,3.7,330,India,north indian,High
The Feast Box,1,Noida,77.3356291,28.5683367,"chinese, thai, fast food",600,No,Yes,No,2,0.0,3,India,chinese,Medium
Chaayos,1,Noida,77.3217244,28.5648201,"cafe, tea",400,No,Yes,No,1,3.6,46,India,cafe,Medium
Dunkin' Donuts,1,Noida,77.3215077,28.5647926,"burger, desserts, fast food",600,No,Yes,No,2,3.7,481,India,burger,Medium
Baskin Robbins,1,Noida,77.32147492,28.5649219,ice cream,300,No,No,No,1,0.0,0,India,ice cream,Medium
Cafe Coffee Day,1,Noida,77.3217184,28.5647491,cafe,450,No,No,No,1,0.0,3,India,cafe,Medium
Dolce Gelato,1,Noida,77.32148331,28.56493986,"ice cream, beverages, fast food",300,No,No,No,1,0.0,1,India,ice cream,Medium
Dunkin' Donuts,1,Noida,77.3215389,28.5648218,"burger, desserts, fast food",600,No,No,No,2,0.0,1,India,burger,Medium
Joost Juice Bar,1,Noida,77.3213883,28.5646431,beverages,300,No,No,No,1,0.0,0,India,beverages,Medium
KFC,1,Noida,77.3216286,28.5646509,"american, fast food, burger",500,No,Yes,No,2,0.0,2,India,american,Medium
Pizza Hut,1,Noida,77.3215389,28.5648218,"italian, pizza, fast food",1000,No,No,No,3,0.0,0,India,italian,High
Laat Saab,1,Noida,77.32180945,28.56450145,"north indian, mughlai",1300,Yes,Yes,No,3,4.1,111,India,north indian,High
Starbucks,1,Noida,77.321597,28.565014,cafe,700,No,No,No,2,4.0,59,India,cafe,High
Rocket Food,1,Noida,77.3451605,28.5663497,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium
Aim Cafe And Restaurant,1,Noida,77.5111213,28.4632797,"japanese, sushi",1200,Yes,No,No,3,3.3,19,India,japanese,High
Al-Swad,1,Noida,77.5142421,28.4725268,"north indian, chinese",400,No,Yes,No,1,2.5,6,India,north indian,Medium
Anands,1,Noida,77.5103894,28.4704639,"chinese, north indian",500,No,Yes,No,2,2.6,36,India,chinese,Medium
Bansiwala Restaurant,1,Noida,77.5127189,28.4719367,north indian,200,No,Yes,No,1,2.5,4,India,north indian,Low
Cafe Coffee Day,1,Noida,77.5144213,28.4723639,cafe,450,No,No,No,1,2.8,24,India,cafe,Medium
Food Tamasha & Co.,1,Noida,77.5078806,28.4668203,north indian,600,No,Yes,No,2,3.2,24,India,north indian,Medium
Grand Heritage Resort,1,Noida,77.5237792,28.4764154,"north indian, chinese",800,Yes,No,No,2,3.1,17,India,north indian,High
Green Chick Chop,1,Noida,77.5115542,28.4711106,"raw meats, north indian, fast food",350,No,No,No,1,3.2,20,India,raw meats,Medium
Kafe Republic,1,Noida,77.5133461,28.4720847,fast food,300,No,Yes,No,1,3.1,37,India,fast food,Medium
Kar C Lounge & Restaurant,1,Noida,77.510587,28.4629296,"cafe, north indian, italian, chinese",600,No,No,No,2,2.8,16,India,cafe,Medium
Kolkata Roll Point,1,Noida,77.5154068,28.4732632,fast food,100,No,No,No,1,2.8,9,India,fast food,Low
Royal Awadh,1,Noida,77.5141525,28.4725185,"north indian, mughlai",500,No,Yes,No,2,3.0,9,India,north indian,Medium
Royal Rasoi,1,Noida,77.5077462,28.4665835,"north indian, mughlai",600,No,No,No,2,2.8,21,India,north indian,Medium
Royale Bakers,1,Noida,77.5137941,28.4723057,"bakery, fast food, desserts",250,No,Yes,No,1,2.8,18,India,bakery,Low
Sahi Darbar,1,Noida,77.5149968,28.473395,"north indian, chinese",400,No,Yes,No,1,2.6,12,India,north indian,Medium
Taco Street,1,Noida,77.5081494,28.4657682,fast food,500,No,No,No,2,2.9,4,India,fast food,Medium
The Noodle Co,1,Noida,77.5112854,28.4634563,"thai, chinese",900,Yes,No,No,2,3.1,8,India,thai,High
Veg Always,1,Noida,77.5112854,28.4709959,"north indian, chinese",600,No,Yes,No,2,2.7,25,India,north indian,Medium
Yu Turn,1,Noida,77.51812208,28.4719958,"north indian, chinese, thai",1000,Yes,Yes,No,3,2.9,43,India,north indian,High
Zaika,1,Noida,77.5106105,28.463041,"north indian, mughlai, chinese",600,No,No,No,2,2.5,10,India,north indian,Medium
Zaika,1,Noida,77.5145109,28.472462,"north indian, mughlai",600,No,No,No,2,2.8,50,India,north indian,Medium
Domino's Pizza,1,Noida,77.527913,28.4583447,"pizza, fast food",700,No,No,No,2,3.5,56,India,pizza,High
Night Food Service,1,Noida,77.518042,28.46449,"fast food, north indian, chinese",350,No,No,No,1,3.8,80,India,fast food,Medium
Uncle's Patty,1,Noida,77.5102866,28.4706608,fast food,500,No,No,No,2,3.5,28,India,fast food,Medium
Baskin Robbins,1,Noida,77.5111958,28.4632685,ice cream,300,No,Yes,No,1,0.0,3,India,ice cream,Medium
Evergreen Food Point,1,Noida,77.5111958,28.4708978,"mithai, street food",100,No,No,No,1,0.0,2,India,mithai,Low
Food Plaza,1,Noida,77.5085078,28.4647244,"north indian, chinese",400,No,No,No,1,0.0,1,India,north indian,Medium
Giani,1,Noida,77.5141525,28.4725185,"ice cream, desserts",400,No,Yes,No,1,0.0,0,India,ice cream,Medium
Grill Inn,1,Noida,77.5146578,28.4725114,fast food,300,No,Yes,No,1,0.0,3,India,fast food,Medium
Hunger's Hut,1,Noida,77.5296715,28.4634272,"north indian, mughlai",350,No,Yes,No,1,0.0,3,India,north indian,Medium
Kanha Cake O' Pastry,1,Noida,77.51136148,28.46341884,bakery,250,No,No,No,1,0.0,0,India,bakery,Low
Serendipity Cafe,1,Noida,77.5079254,28.4642665,cafe,300,No,No,No,1,0.0,3,India,cafe,Medium
Spice Affair,1,Noida,77.5152276,28.4733363,"north indian, chinese",500,No,No,No,2,0.0,2,India,north indian,Medium
Tandoori Junction,1,Noida,77.5153379,28.4733721,north indian,300,No,No,No,1,0.0,3,India,north indian,Medium
Tod-Bistro Cafe,1,Noida,77.5134341,28.4725411,fast food,300,No,Yes,No,1,0.0,1,India,fast food,Medium
Upper Deck,1,Noida,77.508208,28.4658168,"north indian, chinese",1000,Yes,No,No,3,0.0,3,India,north indian,High
Vadilal Ice Cream Parlour,1,Noida,77.5107478,28.4631372,ice cream,100,No,No,No,1,0.0,1,India,ice cream,Low
Wich 'N' Shake,1,Noida,77.5141192,28.4726306,"beverages, fast food",200,No,No,No,1,0.0,2,India,beverages,Low
Desi Galli,1,Noida,77.5127637,28.4720755,"north indian, chinese",500,No,Yes,No,2,2.9,55,India,north indian,Medium
Mr. Flavour,1,Noida,77.5130325,28.4720107,"north indian, chinese",500,No,Yes,No,2,2.7,10,India,north indian,Medium
Wah Ji Wah,1,Noida,77.5125397,28.4719201,north indian,300,No,No,No,1,3.1,16,India,north indian,Medium
Indian Diners,1,Noida,77.3387496,28.5637906,"north indian, chinese, continental",1300,Yes,No,No,3,3.0,7,India,north indian,High
Vivino - Hotel Golf View,1,Noida,77.3386893,28.5638179,continental,1200,Yes,No,No,3,0.0,0,India,continental,High
Gravity,1,Noida,77.3351961,28.5767055,"chinese, mughlai, north indian",1000,Yes,Yes,No,3,2.6,192,India,chinese,High
Kolkata Biryani House,1,Noida,77.3352789,28.5768465,"north indian, mughlai, biryani",500,No,Yes,No,2,2.8,109,India,north indian,Medium
Rotees n More,1,Noida,77.3348554,28.5764701,"north indian, chinese",350,No,Yes,No,1,3.2,49,India,north indian,Medium
Saleem's Takeaway,1,Noida,77.3347857,28.5759163,"north indian, mughlai, chinese",600,No,No,No,2,2.6,44,India,north indian,Medium
Sikandrabadi Biryani,1,Noida,77.3348596,28.5765143,"biryani, north indian",400,No,Yes,No,1,3.4,29,India,biryani,Medium
Wok N Spice,1,Noida,77.3348923,28.5763192,"chinese, fast food",300,No,No,No,1,3.1,21,India,chinese,Medium
Zaika Hindustani,1,Noida,77.335048,28.5765055,"mughlai, north indian, chinese",600,No,No,No,2,2.7,33,India,mughlai,Medium
Chanda Food,1,Noida,77.3348957,28.5766241,chinese,350,No,No,No,1,3.6,97,India,chinese,Medium
Chhote Nawab,1,Noida,77.3354311,28.5762864,lucknowi,250,No,Yes,No,1,3.5,24,India,lucknowi,Low
Delish BBQ,1,Noida,77.3348778,28.5764412,"north indian, chinese, thai",500,No,Yes,No,2,3.9,40,India,north indian,Medium
Goli Vada Pav No. 1,1,Noida,77.3348627,28.5764862,street food,150,No,Yes,No,1,3.6,280,India,street food,Low
Happy Hakka,1,Noida,77.3353591,28.5764845,"chinese, asian, thai",650,No,Yes,No,2,3.6,582,India,chinese,High
Sadda Adda,1,Noida,77.3352114,28.576761,cafe,300,No,No,No,1,0.0,2,India,cafe,Medium
Baker's Studio - Jaypee Greens,1,Noida,77.5180946,28.4696531,bakery,1000,No,No,No,3,3.4,29,India,bakery,High
Tea Lounge - Jaypee Greens,1,Noida,77.5183634,28.4694087,cafe,900,No,No,No,2,2.9,14,India,cafe,High
Burger King,1,Noida,77.3536634,28.5743086,"burger, fast food",500,No,Yes,No,2,3.3,14,India,burger,Medium
Cafe Pitacos,1,Noida,77.3533943,28.5746419,"continental, mexican, mediterranean",600,No,Yes,No,2,3.0,18,India,continental,Medium
Cinnabon & Auntie Anne's,1,Noida,77.3539094,28.574221,"desserts, beverages",500,No,No,No,2,3.1,6,India,desserts,Medium
Cocoberry,1,Noida,77.3535737,28.5743001,desserts,300,No,No,No,1,3.4,16,India,desserts,Medium
Hakka Haus,1,Noida,0.0,0.0,"chinese, thai",950,No,No,No,2,3.2,6,India,chinese,High
Kebab Xpress,1,Noida,77.3535737,28.5743001,"north indian, mughlai",600,No,No,No,2,2.9,7,India,north indian,Medium
KFC,1,Noida,77.3536634,28.5742189,"american, fast food, burger",500,No,Yes,No,2,2.5,15,India,american,Medium
Mad Over Donuts,1,Noida,77.3535737,28.5743001,desserts,450,No,Yes,No,1,3.2,13,India,desserts,Medium
Ni Hao,1,Noida,77.3536634,28.5742189,chinese,700,No,No,No,2,3.0,10,India,chinese,High
Pizza Hut,1,Noida,77.3535737,28.5743001,"italian, pizza, fast food",1000,No,No,No,3,2.6,7,India,italian,High
Subway,1,Noida,77.3537083,28.5743576,"american, fast food, salad, healthy food",500,No,Yes,No,2,2.6,5,India,american,Medium
Time To Tea,1,Noida,77.3536634,28.5743086,"tea, fast food",350,No,No,No,1,2.8,5,India,tea,Medium
Vaango!,1,Noida,77.3536634,28.5742189,south indian,450,No,No,No,1,2.8,6,India,south indian,Medium
Biryani Blues,1,Noida,77.3536634,28.5743086,"biryani, hyderabadi",1000,No,No,No,3,3.5,18,India,biryani,High
Jungle Jamboree,1,Noida,0.0,0.0,"north indian, continental, chinese, italian, thai, mughlai",1200,No,No,No,3,3.8,46,India,north indian,High
Keventers,1,Noida,77.3535737,28.5743001,beverages,400,No,No,No,1,3.5,34,India,beverages,Medium
Pita Pit,1,Noida,77.3536634,28.5743086,"healthy food, salad",600,No,Yes,No,2,3.6,20,India,healthy food,Medium
Baskin Robbins,1,Noida,77.3536634,28.5743086,ice cream,300,No,No,No,1,0.0,1,India,ice cream,Medium
Cha Cha Cha,1,Noida,77.3536862,28.5741982,"beverages, fast food",300,No,No,No,1,0.0,3,India,beverages,Medium
Chai Thela,1,Noida,77.3537531,28.5744067,"tea, fast food",250,No,No,No,1,0.0,1,India,tea,Low
Costa Coffee,1,Noida,77.3537531,28.574317,cafe,600,No,No,No,2,0.0,0,India,cafe,Medium
Dolce Gelato,1,Noida,77.3536634,28.5743086,"ice cream, beverages, fast food",300,No,No,No,1,0.0,0,India,ice cream,Medium
Joost Juice Bar,1,Noida,77.3537083,28.5743576,beverages,300,No,No,No,1,0.0,1,India,beverages,Medium
Juice Lounge,1,Noida,77.35367786,28.57419684,"juices, fast food",300,No,No,No,1,0.0,1,India,juices,Medium
Kings Kulfi,1,Noida,77.3535737,28.5743001,"desserts, ice cream",300,No,No,No,1,0.0,1,India,desserts,Medium
Kwality Wall's Swirl's,1,Noida,77.3535737,28.5743001,"ice cream, desserts",200,No,No,No,1,0.0,0,India,ice cream,Low
Mx Corn,1,Noida,77.3537531,28.5744067,fast food,100,No,No,No,1,0.0,0,India,fast food,Low
The Gaming Vegas,1,Noida,77.3535737,28.5743001,fast food,400,No,No,No,1,0.0,0,India,fast food,Medium
Chicago Pizza,1,Noida,77.3535737,28.5743001,pizza,600,No,Yes,No,2,2.3,8,India,pizza,Medium
Mr. Sub,1,Noida,77.3536634,28.5743086,fast food,400,No,Yes,No,1,2.3,27,India,fast food,Medium
Kwality Wall's Swirl's,1,Noida,77.3665825,28.6123732,"ice cream, desserts",200,No,No,No,1,0.0,0,India,ice cream,Low
My Corn,1,Noida,77.3666722,28.6127402,fast food,100,No,No,No,1,0.0,0,India,fast food,Low
Baker's Zone,1,Noida,77.5278832,28.4580751,bakery,200,No,Yes,No,1,2.9,9,India,bakery,Low
Chakna,1,Noida,77.5283078,28.4580334,"north indian, chinese",450,No,Yes,No,1,2.7,5,India,north indian,Medium
Get Set Go,1,Noida,77.5282389,28.4580767,"north indian, chinese, continental",800,No,No,No,2,3.1,5,India,north indian,High
Sip & Snacks,1,Noida,77.5282182,28.4579354,"chinese, north indian",550,No,Yes,No,2,3.2,6,India,chinese,Medium
The Anna,1,Noida,77.5279942,28.4580493,"chinese, south indian, fast food",400,No,Yes,No,1,2.8,19,India,chinese,Medium
Kathi Junction,1,Noida,77.5281474,28.4578535,fast food,400,No,Yes,No,1,3.5,83,India,fast food,Medium
Golden Chaat,1,Noida,77.5281286,28.4581066,fast food,100,No,No,No,1,0.0,2,India,fast food,Low
